Name,key,Style,Style Key,Brewery,Description,ABV,Ave Rating,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
Sessions Black Lager Schwarzbier,993,Lager - Schwarzbier,24,The Schlafly Tap Room,"Notes:Sessions Black Lager is a traditional German Schwarzbier with a refreshingly light body. The dark chocolate malts contribute color and hints of roasted coffee balanced by the delicate aroma of German Noble hops. Translated from German, Schwarzbier means black beer.﻿Schwarzbier originated in the 16th Century in southeastern Germany where it is still brewed today. The style enjoyed a heyday in St. Louis in the late 1800s, but large scale production of dark lagers failed to resurface after Prohibition. In 2007, the beer community of St. Louis honored St. Louis Dark Lager as the official beer of the inaugural St. Louis Brewers Heritage Festival, an annual tasting event that celebrates the many breweries thriving in St. Louis today.﻿45 IBU	",5,3.64,20,30,25,63,13,53,63,14,0,7,42,10,125
Saranac Black Lager,994,Lager - Schwarzbier,24,Matt Brewing Company / Saranac Brewery,Notes:,5.5,3.36,20,30,8,67,9,52,50,5,0,5,53,4,103
Herold Bohemian Black Lager,995,Lager - Schwarzbier,24,Pivovar Herold Březnice A.s.,Notes:,5.2,4,20,30,14,83,9,71,71,17,0,27,43,23,128
8th Sin Black Lager,996,Lager - Schwarzbier,24,Hop City Brewing Co.,"Notes:Considered to be the 8th Deadly Sin, a fastidious person is overly meticulous, has high standards, and is excessively sensitive to taste. You couldn't sum up our brewers better. 8th Sin is our killer new black lager, brewed with 8 different types of malt (yeah 8), that is black in colour with hints of espresso and chocolate in the aroma, a medium body and a smooth sweet taste in the finish.25 IBU	",5,3.61,20,30,7,73,8,54,61,11,0,9,25,16,112
Budweiser Reserve Black Lager,997,Lager - Schwarzbier,24,Anheuser-Busch,Notes:,7.1,3.82,20,30,13,54,31,23,48,7,0,16,10,11,99
Black Goat,998,Lager - Schwarzbier,24,Perrin Brewing Co.,"Notes:We took the recipe for our Black Lager and doubled the ingredients, put it in stainless for two weeks and laid it down in bourbon Barrels. Six months later the magic happened and the goat was birthed. Black Goat is a Double Black Lager; sure to please the harshest of critics. Caution: this billy kicks!	",8.5,4.06,20,30,7,69,57,31,52,11,0,13,13,24,131
Double Black LagerBoston Beer Company (Samuel Adams),999,Lager - Schwarzbier,24,Boston Beer Company (Samuel Adams),Notes:,7,3.92,20,30,14,87,11,49,82,21,0,29,22,32,110
Winter Lager,1000,Lager - Schwarzbier,24,Brooklyn Brewery,"Notes:Brooklyn Winter Lager is our answer to the heavy ales and stouts that emerge in wintertime. Though dark in color with a sturdy presence, our Schwarzbier-inspired lager layers notes of chocolate, roasted barley, and dark bread into a 5.6% ABV frame that finishes surprisingly light and pleasantly dry. Winter means different things depending where you live, but Brooklyn Winter Lager is ready for any chill.	",5.6,3.67,20,30,23,80,11,75,65,15,1,21,67,16,124
Samuel Adams Boston LagerBoston Beer Company (Samuel Adams),1001,Lager - Vienna,25,Boston Beer Company (Samuel Adams),"Notes:Four Ingredients. Painstakingly Chosen. Every year, we travel to Bavaria to hand-select Hallertau Mittelfrüh hops, and the high American plains for the finest two-row summer barley. We cultivate our own lager yeast and I personally sample every batch. All our hard work goes into brewing this distinctly flavorful and complex beer for you. Cheers!	",5,3.76,15,30,17,25,4,41,33,10,0,7,54,7,83
Eliot Ness,1002,Lager - Vienna,25,Great Lakes Brewing Co.,"Notes:An amber lager with rich, fragrant malt flavors balanced by crisp noble hops.	",6.1,4.09,15,30,16,37,9,39,44,12,0,22,42,5,78
Dos Equis Ambar,1003,Lager - Vienna,25,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.","Notes:Dos Equis Ambar (Amber) is a vienna style lager that was originally brewed by the German-born Mexican brewer Wilhelm Hasse in 1897.The brand was named ""Siglo XX"" (""20th century"") to commemorate the arrival of the new century, and the bottles were marked with the Roman numerals ""XX"", or ""Dos Equis"" (two X).	",4.7,3.14,15,30,14,32,3,28,53,11,3,10,57,16,94
Vienna Lager,1004,Lager - Vienna,25,Devils Backbone Brewing Company,"Notes:Vienna-Style Lager.This is our Ol’ Faithful. No, it’s not a geothermal phenomenon. It’s the beer everybody, including professional beer judges, just seems to dig. Maybe they like how it’s smooth, medium-bodied, and semi-sweet, while not too heavy or bitter. Maybe it’s the amber color, or the blend of four imported malts balanced by two Germanic hops, or the fact that it takes five weeks to get right. Or maybe it’s all the above.Malts: Vienna, Pilsner, Dark Munich, CaraAmberHops: Northern Brewer, SaazIBU: 18COLOR: Amber	",5.2,3.76,15,30,7,30,2,31,31,8,0,4,44,3,67
Vienna Style Lager,1005,Lager - Vienna,25,Sierra Nevada Brewing Co.,"Notes:Vienna-style beers are among the world’s first light-colored lagers and were on the brink of extinction until American craft brewers helped revive the style; it’s a good thing they did. These delicate and extremely balanced amber beers rely on semi-sweet and bready malt flavors but walk a fine line with both malt and hop character shouldering equal weight. Our take on the style features whole-cone European hops, which add to the dry finish.	",5.3,3.8,15,30,30,38,4,41,62,20,0,23,66,23,103
Red Lager,1006,Lager - Vienna,25,Jacob Leinenkugel Brewing Company,Notes:,4.9,3.12,15,30,17,26,7,42,28,4,0,6,65,7,80
Victoria,1007,Lager - Vienna,25,Grupo Modelo S.A. de C.V.,Notes:,4,2.97,15,30,10,16,5,9,23,7,0,4,14,8,54
Schell's FireBrick,1008,Lager - Vienna,25,August Schell Brewing Company,"Notes:FireBrick was introduced in 1999, and is named after the bricks that line Schell's old boilers. It is the culmination of an effort to bridge the gap between the ""popular-tasting"" beers and the heartier, hand-crafted ones.FireBrick is a refreshing all-malt lager with an amber-red hue that reflects the feeling of the brewery itself.It has been described by Ted Marti as having a ""subtle maltiness combined with a hint of hoppy taste that creates a mild, pleasantly drinkable beer."" It is made with four specialty malts, along with Vanguard, Chinook and Hallertau hops.	",5,3.73,15,30,11,35,8,42,40,12,0,10,55,16,85
Penn Pilsner,1009,Lager - Vienna,25,Pennsylvania Brewing Company,"Notes:Our flagship brand! An amber Vienna-style lager beer that is smooth, mellow and full bodied, with delicate hop aroma. Uses two-row barley malt and caramel-roasted malt. Based on founder Tom Pastorius' favorite German bier.	",5,3.64,15,30,25,37,4,31,39,9,0,10,45,2,88
Beerito,1010,Lager - Vienna,25,Oskar Blues Grill & Brew,"Notes:Formerly Cyclhops / BeeritoBeerito (4% ABV, 21 IBUs) is a light bodied, amber Mexican lager brewed with premium German and coloRADo sourced craft malts and featuring a crisp accent from noble hops. The mouth feel is incredibly smooth with flavors of walnut, toasted bread, plum, honey and cocoa - 4% ABV doesn't always come with this kind of character.	",4,3.7,15,30,22,46,5,43,53,13,0,17,71,8,113
Special Amber,1011,Lager - Vienna,25,Sprecher Brewing Company,"Notes:A delicate balance of toasted malt and fresh hops give this medium-bodied German-style lager an intriguing, complex malt flavor. A creamy head, deep golden color and an impressive hop bouquet make this a very special beer.	",5,3.63,15,30,14,38,7,51,57,23,0,28,71,12,90
Vienna Style Lager,1012,Lager - Vienna,25,von Trapp Brewing,"Notes:Named for the city that created the style, our amber lager is maltforward with a grassy, crackery hop aroma. A classic blend of German malts and hops gives this complex lager notes of biscuit and caramel in its finish.	",5.2,3.83,15,30,31,48,4,46,66,20,6,19,77,18,128
Indio,1013,Lager - Vienna,25,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",Notes:,4.1,3.24,15,30,4,24,4,8,40,8,4,6,8,1,58
Schild Brau Amber,1014,Lager - Vienna,25,Millstream Brewing Company,"Notes:The name Schild Brau means essentially 'Schild Beer' in German. This is our flagship brew, a microbrew done in the style of the special beers of Munich. This beer is brewed in the style of a Vienna Lager.Our beer uses these same malts to attain a perfect balance between malty sweetness and a firm bitterness.16 IBU	",4.9,3.63,15,30,24,30,13,37,72,19,4,12,48,5,117
Big Bark Amber Lager,1015,Lager - Vienna,25,Live Oak Brewing Company,Notes:,4.9,3.74,15,30,16,33,11,35,31,13,1,9,56,5,91
Saranac Season's Best - Nut Brown Lager,1016,Lager - Vienna,25,Matt Brewing Company / Saranac Brewery,Notes:,5.3,3.5,15,30,26,39,9,46,54,9,1,10,51,12,130
Cutlass Vienna-Style Lager,1017,Lager - Vienna,25,Heavy Seas Beer,"Notes:Formerly Cutlass (Amber Lager)This malty lager is our most award-winning beer: it took gold, silver, and bronze medals at the Great American Beer Festival from 2006 to 2010. Cutlass Amber has a toasted, biscuity character. The slight sweetness comes from Crystal malt. Vienna malt contributes a remarkable smoothness and Munich malt gives an amber color and delicate aroma. Tettnang hops infuse the beer with a slight earthiness. Formerly named Heavy Seas Märzen, Cutlass Amber is our second best-selling beer. In 2012, Cutlass Amber won a silver medal at the World Beer Cup in the Vienna Lager category.	",5.4,3.51,15,30,26,34,5,29,55,16,5,19,58,4,104
Dynamo Copper Lager,1018,Lager - Vienna,25,Metropolitan Brewing,"Notes:If malt and hops are the two poles of brewing, this beer is the gently spinning sweet spot between them. First, you’ll notice the spicy aromas of Vanguard and Liberty hops. Then - wipe the foam off the tip of your nose - dive into the toasty flavor of Vienna malt. Dynamo starts strong and finishes crisp and smooth. The balanced flavors, aromas, and even the coppery-red tones of this beer go great with everything. Fear no pairing. The best time to enjoy Dynamo is when you’re thirsty.29 IBU	",5.8,3.81,15,30,19,41,8,40,57,11,4,15,55,6,112
Rusty Chain,1019,Lager - Vienna,25,Flying Bison Brewing Company,"Notes:The #1 best selling local craft beer in Buffalo. Medium bodied Vienna-style amber beer with soft, nutty malt flavors and just enough German hops for balance. “Chain” goes great with chicken, pizza, grilled vegetables… pretty much everything now that we think about it.Available year round on draft, in bottles, and cans all across WNY.MALTS: Pilsner, Vienna, CaramelHOPS: Magnum, Tettnang20 IBU	",5.2,3.45,15,30,14,45,7,38,53,9,0,5,48,7,80
The Raven Special Lager,1020,Lager - Vienna,25,B.W. Beer Works USA,"Notes:The Raven Special Lager is a perfect balanced lager beer that goes well with any kind of food, but particularly with spicy food or when you just want to sit down and enjoy a beer with friends. With a shot of Woodford Reserve chased with chilled Raven is a near perfect combination. The rich golden colored beer is an exceptionally smooth Southern German lager, somewhat malty but well balanced between the hops and malt. Experiencing the clean finish and pleasant lingering aftertaste of The Raven Special Lager, one can truly say that The Taste Is Poetic.18 IBU	",5.25,3.41,15,30,24,30,7,26,54,17,1,18,37,11,92
Jenny Lake Lager,1021,Lager - Vienna,25,Snake River Brewing Company & Brewpub,"Notes:Formerly Snake River LagerSnake River Lager is our most popular beer. This is an amber colored Vienna style lager. The rich, caramel flavor is balanced with the use of several hop varieties for a subtle hop note. An authentic German lager yeast strain adds to the true flavor of this beer. The malt forward profile of Snake River Lager makes it a fine complement to pizzas and red meat.	",4.8,3.76,15,30,12,54,8,35,78,11,3,16,53,2,134
Churchville Lager,1022,Lager - Vienna,25,Neshaminy Creek Brewing Company,"Notes:Pennsylvania breweries are known for world-class lagers, and this 2013 Great American Beer Fest Gold Medal winning Vienna-style, no fuss amber lager is clean, crisp, and brewed with Munich, and Vienna malts that give it a touch of malt backbone and toast-like character. Hopped exclusively with German Tettnanger hops, it’s got enough hop bitterness to counter that malt backbone as well. Lagered for six-weeks, Churchville Lager comes in at 4.9% ABV, and is the perfect beer for a night out with friends, and family, or the holiday BBQ. Don’t be afraid to order the new ‘Lager’ in town.	",4.9,3.73,15,30,31,26,8,50,40,9,0,9,76,7,86
1906 Reserva Especial,1023,Lager - Vienna,25,"Hijos De Rivera, S.A.","Notes:Elegant, bright, amber beer. Aromas of roasted malt with soft notes of caramel and coffee. Water from the city of A Coruña, two-stroke malts (Pilsen and toast), corn, and hops Perle Hallertau. Selected yeast from Hijos of Rivera. Hops with slight floral and herbal nuances on the nose. Roasted taste predominates on the palate, with the hint of a pleasant, well-integrated warmth with each drink. Made from a specific wort in the exclusive production centre, Hijos de Rivera in A Coruña. It has one of the longest ageing periods among national lagers.	",6.5,3.29,15,30,21,26,9,34,47,10,3,10,61,7,88
Sunshine State FL-Lager.,1024,Lager - Vienna,25,Florida Beer Company,Notes:,5.1,3.14,15,30,15,22,5,18,44,14,1,17,24,3,83
Pietra (Amber),1025,Lager - Vienna,25,Brasserie Pietra,"Notes:Pietra, the chestnut beerBeer of the land and naturePIETRA is a specialty beer, of low fermentation.Using traditional methods it is brewed from selected malts and chestnut flour.The chestnuts used come from the most beautiful and highest chestnut grove in Europe, located in the Castagniccia, at an altitude of over 1,000 meters.Every autumn the fruit is hand-picked, transported down the hill on donkeys and sorted by hand. This guarantees flour of a very high quality, from a totally natural environment.Highly fermentable, chestnut flour has an excellent impact on the quality of the head and gives beer its beautiful coloring. Mixed into the malt during the mashing process, the chestnut flour is a prime ingredient and not just a flavoring.This recipe, unique in the world, gives PIETRA its conflicting taste accentuating a lingering subtle bitterness.Powerful and delicate, robust and smooth, Pietra has a 6% alcohol content. It displays a beautiful amber color, an intense chestnut head, dense and creamy, making the pleasure of tasting it all the more enjoyable.	",6,3.28,15,30,25,28,18,26,51,19,0,9,57,5,126
Mac Queen's Nessie,1026,Lager - Vienna,25,Brauerei Schloss Eggenberg,"Notes:Note: New recipe from 2008, gravity went down from 16° to 12°, alcohol from 7.3% to 5%	",5,3.31,15,30,16,45,46,28,66,32,2,30,44,21,113
Lager,1027,Lager - Vienna,25,Lakewood Brewing Company,"Notes:Lakewood is more than a place. It's a state of mind. Old blends with new. Traditions hook up with fresh ideas. It's the same with our Lakewood Lager. We've taken old world Vienna-Style lager and reintroduced it to beer lovers. Subtle caramel aromas, a coppery pour and a light malty sweetness paired with noble hop bitterness set this beer apart. In with the old, in with the new.	",4.6,3.57,15,30,28,45,8,48,77,13,1,9,56,12,125
Wild Hop Organic Amber LagerGreen Valley Brewing Company (Crooked Creek),1028,Lager - Vienna,25,Green Valley Brewing Company (Crooked Creek),Notes:,0,3.07,15,30,24,40,8,48,34,20,0,12,63,4,58
Oktoberfest,1029,Lager - Vienna,25,Hinterland Brewery Restaurant,"Notes:Joe, our Brew Master, went to Munich for a few days of inspiration for this Vienna style beer. He came back 3 weeks later, a little cloudy but focused on nailing this now popular brew.MALT:	Vienna, 2 Row, Carafoam, Dark Wheat, MelanoidinHOPS:	Hallertau22 IBU	",6,3.78,15,30,26,61,16,70,35,26,2,22,91,4,112
Menabrea Ambrata,1030,Lager - Vienna,25,Birra Menabrea SpA,"Notes:Also known as Menabrea 150° Anniversario Amber	",5,3.22,15,30,19,35,4,27,58,13,0,12,36,3,108
Ybor Gold Amber Lager,1031,Lager - Vienna,25,Florida Beer Company,Notes:,4.6,3.25,15,30,20,26,2,28,37,13,5,9,43,5,73
Bohemia Oscura,1032,Lager - Vienna,25,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.","Notes:Bohemia Oscura is a Vienna type beer. It offers the perfect balance of caramel and toasted malts that give off notes from walnut and coffee.	",5.5,3.42,15,30,13,39,11,24,50,11,0,17,25,2,107
Sublime Mexican Lager,1033,Lager - Vienna,25,AleSmith Brewing Company,"Notes:Formerly Sublime Mexican Lager (40oz. To Freedom)""The band members are all big fans of this style of beer. We wanted to create our thirst-quenching version of a traditional Vienna-style lager (famously brewed by the Mexican breweries) that showcases a grainy, malt-forward sweetness and easy drinkability. Clean and crisp with subdued hop bitterness to balance, makes Sublime Mexican Lager the go-to beer for hot summer days or pre-concert tailgating."" -- AleSmith owner/CEO, Peter Zien	",5.2,3.75,15,30,25,33,5,37,40,14,1,17,47,5,76
Saranac Winter Lager,1034,Lager - Vienna,25,Matt Brewing Company / Saranac Brewery,Notes:,5.9,3.45,15,30,12,34,3,30,62,1,0,2,41,14,102
Danish Red Lager,1035,Lager - Vienna,25,Figueroa Mountain Brewing Co.,"Notes:Danish Style Red Lager (Dansk Red) is inspired by the red lagers of Denmark and the signature red color in the Danish flag. This quality beer is crafted with a blend of European base and sweet caramel malt, creating a beautiful red hue.	",5,3.69,15,30,19,43,8,27,51,15,0,17,38,2,88
